player_name,player_url,club,position,nationality,kit_number,age,rating,matches_played,minutes,minutes_per90,annual_salary,matches_started,matches_subbed_in,matches_subbed_out,goals_scored,goals_scored_per90,goal_involvement,goal_involvement_per90,goals_at_home,goals_at_home_per90,goals_at_away,goals_at_away_per90,expected_goals_xg,expected_goals_xg_per90,non-penalty_xg_npxg,non-penalty_xg_npxg_per90,penalties_scored,hat-tricks,3_or_more_goals,2_or_more_goals,minutes_per_goal,shots_taken,shots_taken_per90,shots_on_target,shots_on_target_per90,shots_off_target,shots_off_target_per90,hit_the_woodwork,hit_the_woodwork_per90,shot_conversion_rate,shot_accuracy,shots_per_goal_scored,assists,assists_per90,expected_assists_xa,expected_assists_xa_per90,passes,passes_per90,successful_passes,successful_passes_per90,pass_completion_rate,key_passes,key_passes_per90,crosses,crosses_per90,successful_crosses,successful_crosses_per90,cross_completion_rate,minutes_per_assist,dribbles,dribbles_per90,successful_dribbles,successful_dribbles_per90,dribble_success_rate,dispossesed,dispossesed_per90,offsides,offsides_per90,yellow_cards,red_cards,total_cards,total_cards_per90,minutes_per_booking,cards_over_0.5,cards_over_0.5_per90,fouls_committed,fouls_committed_per90,fouled_against,fouled_against_per90,goals_conceded,goals_conceded_per90,minutes_per_goal_conceded,clean_sheets,clean_sheets_per90,tackles,tackles_per90,interceptions,interceptions_per90,ground_duels,ground_duels_per90,ground_duels_won,ground_duels_won_per90,aerial_duels_won,aerial_duels_won_per90,dribbled_past,dribbled_past_per90,clearances,clearances_per90,shots_blocked,shots_blocked_per90,penalties_given_away,penalties_given_away_per90,penalty_conversion_rate,penalty_conversion_rate_per90,penalties_taken,penalties_taken_per90,penalties_scored_per90,penalties_missed,penalties_missed_per90,shots_faced,shots_faced_per90,saves,saves_per90,save_percentage,save_percentage_per90,punches,punches_per90
Imad Sabik,https://footystats.org/players/morocco/imad-sabik,"Difaâ El JadidaPosition : ForwardNationality : MoroccoKit Number : #7Age : 28 (June 5, 1997)Annual Salary (Euros) : €20,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","ForwardNationality : MoroccoKit Number : #7Age : 28 (June 5, 1997)Annual Salary (Euros) : €20,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #7Age : 28 (June 5, 1997)Annual Salary (Euros) : €20,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,28,,1,6,6 min' per appearance,"€20,000",0,1,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,0,0,0,0,No Bookings,0,0%,0,0.00,0,0.00,0,0,0 min',0,0%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Assane Beye,https://footystats.org/players/senegal/assane-beye,"Hassania AgadirPosition : MidfielderNationality : SenegalKit Number : #23Age : 26 (January 8, 2000)Annual Salary (Euros) : €75,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : SenegalKit Number : #23Age : 26 (January 8, 2000)Annual Salary (Euros) : €75,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","SenegalKit Number : #23Age : 26 (January 8, 2000)Annual Salary (Euros) : €75,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,26,176,10,818,82 min' per appearance,"€75,000",10,0,3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,5,1,5,0.55,164 min' / card,4,40%,0,0.00,0,0.00,14,1.54,58 min',2,20%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Oussama Msahli,https://footystats.org/players/morocco/oussama-msahli,"CODM MeknèsPosition : MidfielderNationality : MoroccoKit Number : #24GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #24GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #24GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,,4,72,18 min' per appearance,,1,3,1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,2,0,2,2.5,36 min' / card,2,50%,0,0.00,0,0.00,0,0,0 min',3,75%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Zoubir Housni,https://footystats.org/players/morocco/zoubir-housni,"UTS RabatPosition : MidfielderNationality : MoroccoAge : 20 (January 5, 2006)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoAge : 20 (January 5, 2006)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoAge : 20 (January 5, 2006)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,20,,2,63,32 min' per appearance,,,,,0,0,0,0,0,0,0,0,,,,,0,,,,0 min' / goal,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,No Assists,Not Recorded,,N/A,,N/A,,,N/A,,0,0,0,0,No Bookings,,,,,,,0,0,0 min',0,0%,,,,,,,,,,,,,,,,,,,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Mohammed Hmad,https://footystats.org/players/morocco/mohammed-hmad,"UTS RabatPosition : Left BackNationality : MoroccoKit Number : #40GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","Left BackNationality : MoroccoKit Number : #40GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #40GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,,3,249,83 min' per appearance,,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Youssef Fahmi,https://footystats.org/players/morocco/youssef-fahmi,"Olympique DcheïraPosition : MidfielderNationality : MoroccoKit Number : #24Age : 28 (July 1, 1997)Annual Salary (Euros) : €28,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #24Age : 28 (July 1, 1997)Annual Salary (Euros) : €28,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #24Age : 28 (July 1, 1997)Annual Salary (Euros) : €28,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,28,,4,234,59 min' per appearance,"€28,000",2,2,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,0,0,0,0,No Bookings,0,0%,0,0.00,0,0.00,1,0.38,234 min',1,25%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Tumisang Orebonye,https://footystats.org/players/botswana/tumisang-orebonye,"Al ShomooaNational Team : BotswanaPosition : ForwardNationality : BotswanaBirthplace : Palapye - BotswanaAge : 30 (March 26, 1996)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","ForwardNationality : BotswanaBirthplace : Palapye - BotswanaAge : 30 (March 26, 1996)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","BotswanaBirthplace : Palapye - BotswanaAge : 30 (March 26, 1996)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,30,,9,669,74 min' per appearance,"€90,000",8,1,2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,0,0,0,0,No Bookings,0,0%,0,0.00,0,0.00,13,1.75,51 min',2,22%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,100%,0,1,1,0,0,,,,,,,,
Anass El Ghannouj,https://footystats.org/players/morocco/anass-el-ghannouj,"CR Khemis ZemamraPosition : MidfielderNationality : MoroccoKit Number : #17Age : 29 (January 6, 1997)Height : 171cmAnnual Salary (Euros) : €90,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #17Age : 29 (January 6, 1997)Height : 171cmAnnual Salary (Euros) : €90,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #17Age : 29 (January 6, 1997)Height : 171cmAnnual Salary (Euros) : €90,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,29,,2,148,74 min' per appearance,"€90,000",2,0,3,0,0,1,0.61,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,1,0.61,0.62,0.37,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,148 min' / assist,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,1,0,1,0.61,148 min' / card,1,50%,0,0.00,0,0.00,3,1.82,49 min',0,0%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Zakaria Ajoughlal,https://footystats.org/players/morocco/zakaria-ajoughlal,"Yacoub El MansourPosition : MidfielderNationality : MoroccoKit Number : #21Age : 25 (February 5, 2001)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #21Age : 25 (February 5, 2001)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #21Age : 25 (February 5, 2001)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,25,49,9,530,59 min' per appearance,,6,2,1,1,0.17,2,0.34,0,0,1,0.33,0.63,0.10,0.63,0.10,0,0,0,0,530 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,1,0.17,0.52,0.08,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,530 min' / assist,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,3,0,3,0.51,177 min' / card,1,11%,0,0.00,0,0.00,9,1.53,59 min',1,11%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Sofian El Moudane,https://footystats.org/players/france/sofian-el-moudane,"Olympic SafiNational Team : RSB BerkanePosition : MidfielderNationality : FranceKit Number : #6Age : 32 (March 16, 1994)Height : 177cmWeight : 78kgAnnual Salary (Euros) : €95,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : FranceKit Number : #6Age : 32 (March 16, 1994)Height : 177cmWeight : 78kgAnnual Salary (Euros) : €95,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","FranceKit Number : #6Age : 32 (March 16, 1994)Height : 177cmWeight : 78kgAnnual Salary (Euros) : €95,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,32,86,9,769,85 min' per appearance,"€95,000",9,0,1,4,0.47,5,0.59,2,0.54,2,0.41,3.68,0.43,2.28,0.27,0,0,0,1,192 min' / goal,15,1.76,7/ 15,0.82,8/ 15,0.94,0 times,0.00,26.67%,46.67%,3.75,1,0.12,1.36,0.16,254,29.77,177/ 254,20.74,69.69%,11,1.29,26,3.05,7/ 26,0.82,26.92%,769 min' / assist,21,2.46,8,0.94,38.10%,16,1.88,0,0.00,3,0,3,0.35,256 min' / card,3,33%,21,2.46,12,1.41,4,0.47,192 min',3,33%,24,2.81,11,1.29,114,13.36,51,5.98,10,1.17,13,1.52,16,1.88,1,0.12,0,0.00,No Pens,100%,0,7,7,0,0,,,,,,,,
Joseph Bakasu,https://footystats.org/players/congo-dr/joseph-bakasu,"Wydad CasablancaPosition : MidfielderNationality : Congo DRKit Number : #27Age : 22 (August 25, 2003)Annual Salary (Euros) : €60,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : Congo DRKit Number : #27Age : 22 (August 25, 2003)Annual Salary (Euros) : €60,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","Congo DRKit Number : #27Age : 22 (August 25, 2003)Annual Salary (Euros) : €60,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,22,244,6,368,61 min' per appearance,"€60,000",5,1,4,0,0,0,0,0,0,0,0,0.23,0.06,0.23,0.06,0,0,0,0,0 min' / goal,4,0.98,0/ 4,0.00,4/ 4,0.98,0 times,0.00,0.00%,0.00%,0.00,0,0,0.49,0.12,153,37.42,126/ 153,30.82,82.35%,4,0.98,3,0.73,0/ 3,0.00,0.00%,No Assists,1,0.24,0,0.00,0.00%,8,1.96,0,0.00,1,0,1,0.24,368 min' / card,1,17%,11,2.69,15,3.67,1,0.24,368 min',4,67%,11,2.69,3,0.73,58,14.18,32,7.83,6,1.47,1,0.24,7,1.71,3,0.73,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Younes Akharraz,https://footystats.org/players/morocco/younes-akharraz,"UTS RabatPosition : MidfielderNationality : MoroccoKit Number : #28Annual Salary (Euros) : €41,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #28Annual Salary (Euros) : €41,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #28Annual Salary (Euros) : €41,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,98,10,878,88 min' per appearance,"€41,000",10,0,3,0,0,1,0.1,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,1,0.1,0.64,0.07,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,878 min' / assist,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,5,0,5,0.51,176 min' / card,5,50%,0,0.00,0,0.00,14,1.44,63 min',0,0%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Hossam Essadak,https://footystats.org/players/morocco/hossam-essadak,"UTS RabatNational Team : Morocco U20Position : MidfielderNationality : MoroccoKit Number : #8Age : 23 (January 1, 2003)Annual Salary (Euros) : €55,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #8Age : 23 (January 1, 2003)Annual Salary (Euros) : €55,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #8Age : 23 (January 1, 2003)Annual Salary (Euros) : €55,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,23,175,6,398,66 min' per appearance,"€55,000",5,1,2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,5,1,5,1.13,80 min' / card,4,67%,0,0.00,0,0.00,5,1.13,80 min',0,0%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Bilal ElOuadghiri,https://footystats.org/players/morocco/bilal-elouadghiri,"Ittihad TangerPosition : MidfielderNationality : MoroccoKit Number : #6Annual Salary (Euros) : €100,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #6Annual Salary (Euros) : €100,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #6Annual Salary (Euros) : €100,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,218,10,785,79 min' per appearance,"€100,000",10,0,0,2,0.23,2,0.23,0,0,2,0.47,1.10,0.11,1.10,0.11,0,0,0,0,393 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,5,2,7,0.8,112 min' / card,3,30%,0,0.00,0,0.00,11,1.26,71 min',1,10%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Nadir Lougmani,https://footystats.org/players/morocco/nadir-lougmani,"Kawkab MarrakechPosition : ForwardNationality : MoroccoKit Number : #77Age : 23 (August 26, 2002)Height : 173cmWeight : 63kgAnnual Salary (Euros) : €55,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","ForwardNationality : MoroccoKit Number : #77Age : 23 (August 26, 2002)Height : 173cmWeight : 63kgAnnual Salary (Euros) : €55,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #77Age : 23 (August 26, 2002)Height : 173cmWeight : 63kgAnnual Salary (Euros) : €55,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,23,288,14,1115,80 min' per appearance,"€55,000",12,2,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,4,0,4,0.32,279 min' / card,4,29%,0,0.00,0,0.00,6,0.48,186 min',5,36%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Cheick Keita,https://footystats.org/players/mali/cheick-keita,"Olympique DcheïraPosition : MidfielderNationality : MaliKit Number : #32Annual Salary (Euros) : €50,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MaliKit Number : #32Annual Salary (Euros) : €50,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MaliKit Number : #32Annual Salary (Euros) : €50,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,242,14,1155,83 min' per appearance,"€50,000",14,0,2,1,0.08,1,0.08,0,0,1,0.16,0.00,0.00,0.00,0.00,0,0,0,0,1155 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,4,0,4,0.31,289 min' / card,4,29%,0,0.00,0,0.00,15,1.17,77 min',3,21%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Hamza Saoud,https://footystats.org/players/morocco/hamza-saoud,"Olympique DcheïraPosition : MidfielderNationality : MoroccoKit Number : #10Age : 29 (June 18, 1996)Annual Salary (Euros) : €45,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #10Age : 29 (June 18, 1996)Annual Salary (Euros) : €45,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #10Age : 29 (June 18, 1996)Annual Salary (Euros) : €45,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,29,240,13,981,75 min' per appearance,"€45,000",11,2,1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,4,0,4,0.37,245 min' / card,4,31%,0,0.00,0,0.00,14,1.28,70 min',2,15%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Abderrahman El Hoausli,https://footystats.org/players/morocco/abderrahman-el-hoausli,"UTS RabatPosition : MidfielderNationality : MoroccoKit Number : #12Age : 41 (December 20, 1984)Annual Salary (Euros) : €36,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #12Age : 41 (December 20, 1984)Annual Salary (Euros) : €36,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #12Age : 41 (December 20, 1984)Annual Salary (Euros) : €36,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,41,206,14,1233,88 min' per appearance,"€36,000",14,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,4,2,5,0.36,247 min' / card,2,14%,0,0.00,0,0.00,18,1.31,69 min',0,0%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Joneston Omorwa,https://footystats.org/players/kenya/joneston-omorwa,"Kawkab MarrakechNational Team : KenyaPosition : MidfielderNationality : KenyaKit Number : #55Age : 27 (September 1, 1998)Annual Salary (Euros) : €95,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : KenyaKit Number : #55Age : 27 (September 1, 1998)Annual Salary (Euros) : €95,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","KenyaKit Number : #55Age : 27 (September 1, 1998)Annual Salary (Euros) : €95,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,27,281,3,269,90 min' per appearance,"€95,000",11,0,0,0,0,0,0,0,0,0,0,0.64,0.06,0.64,0.06,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,Not Recorded,0.00,N/A,0.00,N/A,0,0.00,N/A,0.00,0,0,0,0,No Bookings,3,27%,0,0.00,0,0.00,4,1.34,67 min',1,33%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
