player_name,player_url,club,position,nationality,kit_number,age,rating,matches_played,minutes,minutes_per90,annual_salary,matches_started,matches_subbed_in,matches_subbed_out,goals_scored,goals_scored_per90,goal_involvement,goal_involvement_per90,goals_at_home,goals_at_home_per90,goals_at_away,goals_at_away_per90,expected_goals_xg,expected_goals_xg_per90,non-penalty_xg_npxg,non-penalty_xg_npxg_per90,penalties_scored,hat-tricks,3_or_more_goals,2_or_more_goals,minutes_per_goal,shots_taken,shots_taken_per90,shots_on_target,shots_on_target_per90,shots_off_target,shots_off_target_per90,hit_the_woodwork,hit_the_woodwork_per90,shot_conversion_rate,shot_accuracy,shots_per_goal_scored,assists,assists_per90,expected_assists_xa,expected_assists_xa_per90,passes,passes_per90,successful_passes,successful_passes_per90,pass_completion_rate,key_passes,key_passes_per90,crosses,crosses_per90,successful_crosses,successful_crosses_per90,cross_completion_rate,minutes_per_assist,dribbles,dribbles_per90,successful_dribbles,successful_dribbles_per90,dribble_success_rate,dispossesed,dispossesed_per90,offsides,offsides_per90,yellow_cards,red_cards,total_cards,total_cards_per90,minutes_per_booking,cards_over_0.5,cards_over_0.5_per90,fouls_committed,fouls_committed_per90,fouled_against,fouled_against_per90,goals_conceded,goals_conceded_per90,minutes_per_goal_conceded,clean_sheets,clean_sheets_per90,tackles,tackles_per90,interceptions,interceptions_per90,ground_duels,ground_duels_per90,ground_duels_won,ground_duels_won_per90,aerial_duels_won,aerial_duels_won_per90,dribbled_past,dribbled_past_per90,clearances,clearances_per90,shots_blocked,shots_blocked_per90,penalties_given_away,penalties_given_away_per90,penalty_conversion_rate,penalty_conversion_rate_per90,penalties_taken,penalties_taken_per90,penalties_scored_per90,penalties_missed,penalties_missed_per90,shots_faced,shots_faced_per90,saves,saves_per90,save_percentage,save_percentage_per90,punches,punches_per90
Abdelghafour Lamirat,https://footystats.org/players/morocco/abdelghafour-lamirat,"Wydad CasablancaPosition : MidfielderNationality : MoroccoBirthplace : Morocco - MoroccoKit Number : #15Annual Salary (Euros) : €140,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoBirthplace : Morocco - MoroccoKit Number : #15Annual Salary (Euros) : €140,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoBirthplace : Morocco - MoroccoKit Number : #15Annual Salary (Euros) : €140,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,211,7,487,70 min' per appearance,"€140,000",5,2,3,0,0,0,0,0,0,0,0,0.84,0.16,0.84,0.16,0,0,0,0,0 min' / goal,8,1.48,4/ 8,0.74,4/ 8,0.74,0 times,0.00,0.00%,50.00%,0.00,0,0,0.71,0.13,310,57.29,262/ 310,48.42,84.52%,4,0.74,3,0.55,3/ 3,0.55,100.00%,No Assists,2,0.37,1,0.18,50.00%,2,0.37,0,0.00,1,0,1,0.18,487 min' / card,1,14%,9,1.66,10,1.85,4,0.74,122 min',4,56%,13,2.40,7,1.29,62,11.46,37,6.84,14,2.59,7,1.29,11,2.03,1,0.18,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Mohamed El Arouch,https://footystats.org/players/france/mohamed-el-arouch,"Ittihad TangerPosition : Midfielder - Central MidfieldNationality : FranceKit Number : #10Age : 22 (April 6, 2004)Height : 166cmAnnual Salary (Euros) : €175,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","Midfielder - Central MidfieldNationality : FranceKit Number : #10Age : 22 (April 6, 2004)Height : 166cmAnnual Salary (Euros) : €175,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","FranceKit Number : #10Age : 22 (April 6, 2004)Height : 166cmAnnual Salary (Euros) : €175,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,22,143,9,687,76 min' per appearance,"€175,000",8,1,2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,4,0,4,0.52,172 min' / card,4,44%,0,0.00,0,0.00,9,1.18,76 min',1,11%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Amine El Ouaad,https://footystats.org/players/morocco/amine-el-ouaad,"Ittihad TangerPosition : GoalkeeperNationality : MoroccoKit Number : #1Age : 30 (December 8, 1995)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","GoalkeeperNationality : MoroccoKit Number : #1Age : 30 (December 8, 1995)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #1Age : 30 (December 8, 1995)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,30,46,15,1299,87 min' per appearance,,15,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,2,2,4,0.28,325 min' / card,0,0%,0,0.00,0,0.00,15,1.04,87 min',2,13%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,17,1.17,0,0.00,0 Saves / 17 Shots,0.00%,0,0.00
Mohamed Reda Asmama,https://footystats.org/players/morocco/mohamed-reda-asmama,"UTS RabatPosition : MidfielderNationality : MoroccoKit Number : #1Age : 24 (February 8, 2002)Annual Salary (Euros) : €45,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #1Age : 24 (February 8, 2002)Annual Salary (Euros) : €45,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #1Age : 24 (February 8, 2002)Annual Salary (Euros) : €45,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,24,,1,90,90 min' per appearance,"€45,000",1,0,0,1,1,1,1,0,0,1,1,0.00,0.00,0.00,0.00,0,0,0,0,90 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,2,1,2,2,45 min' / card,0,0%,0,0.00,0,0.00,1,1,90 min',0,0%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Soumaila Sidibe,https://footystats.org/players/mali/soumaila-sidibe,"RSB BerkanePosition : MidfielderNationality : MaliKit Number : #5Age : 28 (June 11, 1997)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MaliKit Number : #5Age : 28 (June 11, 1997)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MaliKit Number : #5Age : 28 (June 11, 1997)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,28,,1,66,66 min' per appearance,,1,0,2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.10,0.14,32,43.64,27/ 32,36.82,84.38%,1,1.36,0,0.00,0/ 0,0.00,0.00%,No Assists,2,2.73,2,2.73,100.00%,0,0.00,0,0.00,0,0,0,0,No Bookings,0,0%,2,2.73,1,1.36,0,0,0 min',1,100%,1,1.36,2,2.73,10,13.64,7,9.55,3,4.09,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Hamza Malki,https://footystats.org/players/morocco/hamza-malki,"Difaâ El JadidaPosition : MidfielderNationality : MoroccoKit Number : #3Annual Salary (Euros) : €45,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #3Annual Salary (Euros) : €45,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #3Annual Salary (Euros) : €45,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,253,14,957,68 min' per appearance,"€45,000",11,3,4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,2,1,3,0.28,319 min' / card,1,7%,0,0.00,0,0.00,10,0.94,96 min',6,43%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Ilyass Badri,https://footystats.org/players/morocco/ilyass-badri,"Yacoub El MansourPosition : MidfielderNationality : MoroccoKit Number : #15Age : 28 (February 2, 1998)Height : 181cmGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #15Age : 28 (February 2, 1998)Height : 181cmGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #15Age : 28 (February 2, 1998)Height : 181cmGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,28,,3,239,80 min' per appearance,,3,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,2,1,3,1.13,80 min' / card,1,33%,0,0.00,0,0.00,3,1.13,80 min',1,33%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Danilson Gomes Tavares,https://footystats.org/players/portugal/danilson-gomes-tavares,"UTS RabatPosition : MidfielderNationality : PortugalKit Number : #66Age : 26 (March 6, 2000)Height : 176cmGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : PortugalKit Number : #66Age : 26 (March 6, 2000)Height : 176cmGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","PortugalKit Number : #66Age : 26 (March 6, 2000)Height : 176cmGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,26,204,4,277,69 min' per appearance,,4,0,1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,2,1,3,0.97,92 min' / card,1,25%,0,0.00,0,0.00,4,1.3,69 min',0,0%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Chouaib Faidi,https://footystats.org/players/morocco/chouaib-faidi,"FUS RabatPosition : ForwardNationality : MoroccoKit Number : #21Age : 26 (September 10, 1999)Annual Salary (Euros) : €90,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","ForwardNationality : MoroccoKit Number : #21Age : 26 (September 10, 1999)Annual Salary (Euros) : €90,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #21Age : 26 (September 10, 1999)Annual Salary (Euros) : €90,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,26,34,13,304,23 min' per appearance,"€90,000",2,11,2,1,0.3,1,0.3,1,0.43,0,0,0.58,0.17,-0.12,-0.04,0,0,0,0,304 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,2,1,2,0.59,152 min' / card,1,8%,0,0.00,0,0.00,2,0.59,152 min',2,15%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
José Dembi,https://footystats.org/players/france/jose-dembi,"Hassania AgadirNational Team : Étoile du CongoPosition : Midfielder - Defensive MidfieldNationality : FranceKit Number : #95Age : 31 (February 21, 1995)Height : 184cmWeight : 74kgGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","Midfielder - Defensive MidfieldNationality : FranceKit Number : #95Age : 31 (February 21, 1995)Height : 184cmWeight : 74kgGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","FranceKit Number : #95Age : 31 (February 21, 1995)Height : 184cmWeight : 74kgGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,31,231,2,180,90 min' per appearance,,8,1,6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,Not Recorded,0.00,N/A,0.00,N/A,0,0.00,N/A,0.00,0,0,0,0,No Bookings,0,0%,0,0.00,0,0.00,9,4.5,20 min',0,0%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Reda Bounaga,https://footystats.org/players/morocco/reda-bounaga,"CODM MeknèsPosition : MidfielderNationality : MoroccoBirthplace : Khemisset - MoroccoKit Number : #34Age : 37 (January 1, 1989)Annual Salary (Euros) : €35,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoBirthplace : Khemisset - MoroccoKit Number : #34Age : 37 (January 1, 1989)Annual Salary (Euros) : €35,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoBirthplace : Khemisset - MoroccoKit Number : #34Age : 37 (January 1, 1989)Annual Salary (Euros) : €35,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,37,160,7,511,73 min' per appearance,"€35,000",7,0,1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,3,1,4,0.7,128 min' / card,2,29%,0,0.00,0,0.00,5,0.88,102 min',4,56%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Yasser Ezzine,https://footystats.org/players/morocco/yasser-ezzine,"Olympic SafiPosition : MidfielderNationality : MoroccoKit Number : #24Annual Salary (Euros) : €40,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #24Annual Salary (Euros) : €40,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #24Annual Salary (Euros) : €40,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,201,5,294,59 min' per appearance,"€40,000",1,4,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,2,1,2,0.61,147 min' / card,1,20%,0,0.00,0,0.00,9,2.76,33 min',0,0%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Siriki Sanogo,https://footystats.org/players/ivory-coast/siriki-sanogo,"Ittihad TangerPosition : Midfielder - Central MidfieldNationality : Ivory CoastFoot : LeftKit Number : #79Age : 24 (December 13, 2001)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","Midfielder - Central MidfieldNationality : Ivory CoastFoot : LeftKit Number : #79Age : 24 (December 13, 2001)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","Ivory CoastFoot : LeftKit Number : #79Age : 24 (December 13, 2001)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,24,223,12,721,60 min' per appearance,,9,3,1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,1,1,2,0.25,361 min' / card,0,0%,0,0.00,0,0.00,8,1,90 min',1,8%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Ennaama El Bellali,https://footystats.org/players/morocco/ennaama-el-bellali,"Ittihad TangerPosition : MidfielderNationality : MoroccoKit Number : #20Age : 28 (February 17, 1998)Annual Salary (Euros) : €75,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #20Age : 28 (February 17, 1998)Annual Salary (Euros) : €75,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #20Age : 28 (February 17, 1998)Annual Salary (Euros) : €75,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,28,220,10,493,49 min' per appearance,"€75,000",6,4,2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,3,1,3,0.55,164 min' / card,2,20%,0,0.00,0,0.00,5,0.91,99 min',1,10%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Youssef Raiani,https://footystats.org/players/morocco/youssef-raiani,"Kawkab MarrakechPosition : MidfielderNationality : MoroccoKit Number : #24Age : 27 (May 8, 1998)Annual Salary (Euros) : €35,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #24Age : 27 (May 8, 1998)Annual Salary (Euros) : €35,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #24Age : 27 (May 8, 1998)Annual Salary (Euros) : €35,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,27,278,10,604,60 min' per appearance,"€35,000",9,1,5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,3,1,4,0.6,151 min' / card,2,20%,0,0.00,0,0.00,6,0.89,101 min',4,40%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Ahmed Chentouf,https://footystats.org/players/morocco/ahmed-chentouf,"Ittihad TangerPosition : MidfielderNationality : MoroccoKit Number : #16Age : 29 (December 5, 1996)Annual Salary (Euros) : €55,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #16Age : 29 (December 5, 1996)Annual Salary (Euros) : €55,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #16Age : 29 (December 5, 1996)Annual Salary (Euros) : €55,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,29,,7,171,24 min' per appearance,"€55,000",1,6,1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,3,0,3,1.58,57 min' / card,3,43%,0,0.00,0,0.00,1,0.53,171 min',1,14%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Soufiane Jazouli,https://footystats.org/players/morocco/soufiane-jazouli,"Olympique DcheïraPosition : MidfielderNationality : MoroccoKit Number : #97Annual Salary (Euros) : €22,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #97Annual Salary (Euros) : €22,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #97Annual Salary (Euros) : €22,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,,5,85,17 min' per appearance,"€22,000",0,5,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,1,0,1,1.06,85 min' / card,1,20%,0,0.00,0,0.00,2,2.12,43 min',1,20%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Hicham Boussefiane,https://footystats.org/players/morocco/hicham-boussefiane,"Yacoub El MansourNational Team : Wydad CasablancaPosition : Forward - Right WingNationality : MoroccoBirthplace : Rabat - MoroccoKit Number : #99Age : 28 (January 9, 1998)Height : 176cmWeight : 65kgAnnual Salary (Euros) : €64,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","Forward - Right WingNationality : MoroccoBirthplace : Rabat - MoroccoKit Number : #99Age : 28 (January 9, 1998)Height : 176cmWeight : 65kgAnnual Salary (Euros) : €64,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoBirthplace : Rabat - MoroccoKit Number : #99Age : 28 (January 9, 1998)Height : 176cmWeight : 65kgAnnual Salary (Euros) : €64,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,28,,6,219,37 min' per appearance,"€64,000",2,1,2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0 min' / goal,0,0.00,0/ 0,0.00,0/ 0,0.00,0 times,0.00,0.00%,0.00%,0.00,0,0,0.00,0.00,0,0.00,0/ 0,0.00,0.00%,0,0.00,0,0.00,0/ 0,0.00,0.00%,No Assists,0,0.00,0,0.00,0.00%,0,0.00,0,0.00,2,0,2,0.82,110 min' / card,1,17%,0,0.00,0,0.00,2,0.82,110 min',1,17%,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,No Pens,No Pens,0,0,0,0,0,,,,,,,,
